ETBL_ID;ETBL_NOM_FR;ETBL_NOM_EN;ETBL_DESC_FR;ETBL_DESC_EN;ETBL_RESERVABLE
366762810;CAMPING DOMAINE DRAPEAU;CAMPING DOMAINE DRAPEAU;Situé sur les rives du lac Long, dans la municipalité de Rivière-Bleue, ce camping comprenant trente emplacements pour roulotte ou tente vous propose une expérience de camping dans un lieu enchanteur, où vous pourrez vous adonner à la pêche, à la baignade et à des activités nautiques.;Located on the shores of lac Long, in the Rivière-Bleue municipality, this campground offers an enchanting setting for fishing, swimming and water sports. Features thirty campsites for trailers or tents.;0
366762817;CAMPING DALLAIRE;CAMPING DALLAIRE;;;0
366762824;CAMPING COUTURE;CAMPING COUTURE;;;0
366762831;CAMPING ZEC JARO;CAMPING ZEC JARO;;;0
366762838;CAMPING MUNICIPAL DE L'ISLE-AUX-GRUES;CAMPING MUNICIPAL DE L'ISLE-AUX-GRUES;;;0
366762846;CAMPING LAC DU MISSIONNAIRE;CAMPING LAC DU MISSIONNAIRE;;;0
366762853;CAMPING L'ATTENTE;CAMPING L'ATTENTE;;;0
366762860;CAMPING TOUSIGNANT RÉSERVE FAUNIQUE DU SAINT-MAURICE;CAMPING TOUSIGNANT RÉSERVE FAUNIQUE DU SAINT-MAURICE;;;0
366762867;CAMPING SAINT-PIE;CAMPING SAINT-PIE;;;0
366762881;CAMPING DES ROSES;CAMPING DES ROSES;;;0
366762895;CAMPING SAINT-IGNACE;CAMPING SAINT-IGNACE;;;0
366762902;CAMPING LA P'TITE FLORIDA;CAMPING LA P'TITE FLORIDA;;;0
366762916;CAMPING PARC NATIONAL DU MONT-TREMBLANT LAC CACHÉ;CAMPING PARC NATIONAL DU MONT-TREMBLANT LAC CACHÉ;Avec ses six grandes rivières, ses 400 lacs et ruisseaux, le parc national du Mont-Tremblant est un véritable paradis pour les canoteurs! La présence de 40 espèces de mammifères, dont le loup, témoigne du caractère sauvage du territoire et de son immensité. Plus de 1 000 emplacements de camping pour tous les goûts et les types d¿équipement.;With six large rivers, 400 lakes and streams, the Parc national du Mont-Tremblant is truly a canoeist's paradise! Discover 40 mammal species¿including the wolf¿that bear witness to the wild side of this vast territory. More than 1,000 campsites for every kind of camper and all types of equipment.;0
366762944;CAMPING WHIPPOORWILL;CAMPING WHIPPOORWILL;;;0
366762951;CAMPING AUX PETITS TREMBLES;CAMPING AUX PETITS TREMBLES;;;0
366762959;CAMPING LANIEL;CAMPING LANIEL;;;0
366762966;CAMPING RÉSERVE FAUNIQUE LA VÉRENDRYE SECTEUR ABITIBI;CAMPING RÉSERVE FAUNIQUE LA VÉRENDRYE SECTEUR ABITIBI;;;0
366762980;CAMPING SLEEPY HOLLOW;CAMPING SLEEPY HOLLOW;;;0
366762987;CAMPING LAC ÉCHO RÉSERVE FAUNIQUE PAPINEAU-LABELLE;CAMPING LAC ÉCHO RÉSERVE FAUNIQUE PAPINEAU-LABELLE;;;0
366762994;PARC NATIONAL DE LA GASPÉSIE - CAMPING LAC-CASCAPÉDIA;PARC NATIONAL DE LA GASPÉSIE - CAMPING LAC-CASCAPÉDIA;Situé à environ 30 minutes du secteur du mont Albert (comprenant dix kilomètres sur chemin de gravier), ce camping de 71 emplacements aménagés sans services est situé à proximité du lac Cascapédia. On y trouve sentier de randonnée pédestre et location d¿embarcations nautiques (canots et kayaks et surfs à pagaie).;Located close to lac Cascapédia, about 30 minutes from the mont Albert region (including a 10-kilometer stretch of gravel road), this campground features 71 semi-serviced campsites, a hiking trail and watercraft equipment rental (canoes, kayaks and stand-up paddleboards).;0
366763001;CAMPING MUNICIPAL DE SAINT-HUBERT;CAMPING MUNICIPAL DE SAINT-HUBERT;;;0
366763015;CAMPING SIMARD;CAMPING SIMARD;;;0
366763022;CAMPING LE HUARD;CAMPING LE HUARD;Ce camping offre plus de 90 terrains répartis sur 800 acres de terre et a tout pour vous satisfaire. Terrain saisonnier, marina intérieure, baignade, pêche et terrain de jeux pour enfants.;This 800-acre seasonal campground features more than 90 sites and includes an indoor marina, swimming, fishing and a children¿s play area.;0
366763029;CAFÉ CAMPING HÉBÉCOURT;CAFÉ CAMPING HÉBÉCOURT;;;0
366763036;CHALETS ET CAMPING DU RUISSEAU ROUGE;CHALETS ET CAMPING DU RUISSEAU ROUGE;Entreprise familiale située sur la pointe est de L¿Isle-aux-Coudres offrant des sites de camping aménagés, non aménagés et des chalets. Vue magnifique sur le fleuve Saint-Laurent, la côte de Charlevoix et le village Les Éboulements. Accès aux battures de l¿île à seulement 100 mètres. De nombreuses activités sont proposées.;This family business on the eastern tip of the Isle-aux-Coudres offers rustic and semi-serviced campsites as well as cottages. Enjoy breathtaking views of the St. Lawrence River, Charlevoix coast and Les Éboulements. The foreshore is only 100 metres away. Countless activities are available.;0
366763043;CAMPING DUNBAR RÉSERVE FAUNIQUE DU SAINT-MAURICE;CAMPING DUNBAR RÉSERVE FAUNIQUE DU SAINT-MAURICE;;;0
366763050;CAMPING AU BOISÉ DU VILLAGE;CAMPING AU BOISÉ DU VILLAGE;;;0
366763057;CAMPING LE FOU DU ROI;CAMPING LE FOU DU ROI;;;0
366763072;CAMPING DOMAINE DU CANYON DES PORTES DE L'ENFER;CAMPING DOMAINE DU CANYON DES PORTES DE L'ENFER;Camping sans service de 14 emplacements. Les terrains sont situés à cinq minutes à pied du casse-croûte et des douches y sont accessibles aux heures d¿ouverture, de 11 h à 16 h. Coût : 25 $ plus taxes par nuitée, droits d¿accès en sus. Les chiens en laisse y sont admis.;This campground features 14 unserviced sites, with a restaurant just a five-minute walk away with showering facilities available during business hours, from 11:00 a.m. to 4:00 p.m. Fares: $25/night (taxes and entry fee not included).;0
366763079;CAMPING PARC NATIONAL DU FJORD-DU-SAGUENAY LE BLEUVET;CAMPING PARC NATIONAL DU FJORD-DU-SAGUENAY LE BLEUVET;Une cinquantaine d¿emplacements boisés avec et sans service (eau et électricité) pouvant accueillir les tentes et les véhicules récréatifs. À proximité du camping : sentiers de randonnée pédestre, belvédère d¿observation du béluga, boutique Nature et centre de découverte et de services.;This campground features about 50 serviced (water and electricity) and unserviced wooded campsites that can accommodate both tents and recreational vehicles. Nearby: hiking trails, beluga observation points, a nature boutique, and a service and discovery centre.;0
366763086;PARC DE LA CHUTE STE-AGATHE;PARC DE LA CHUTE STE-AGATHE;Ce parc situé à Sainte-Agathe est un lieu de nature, de détente et de divertissement. On y retrouve un pont couvert datant de 1928, une plage, un camping, un restaurant, une programmation d¿activités variées.;Nature, repose, history and fun¿ find it all at this park. It is an ideal spot to enjoy outdoor activities or simply relax to the soothing sound of the falls. A Town-style covered bridge dating back to 1928, now a historical monument, spans Rivière Palmer at this site.;0
366763093;CAMPING LAC-ÉDOUARD;CAMPING LAC-ÉDOUARD;;;0
366763100;CAMPING BELLEVUE SUD;CAMPING BELLEVUE SUD;;;0
366763107;CAMPING DU LAC-ÉCARTÉ;CAMPING DU LAC-ÉCARTÉ;;;0
366763114;CAMPING PLAGE LAC-ÉDEN;CAMPING PLAGE LAC-ÉDEN;Ce camping propose huit sites avec services (eau, électricité et égout) et quelques sites sans service. Situé non loin de la plage, c¿est un lieu idyllique pour toute la famille.;This campground features eight serviced sites (water, electricity and sewage), as well as a few unserviced sites. Located near the beach, this is a perfect spot for the whole family.;0
366763121;CAMPING MER ET MONDE ÉCOTOURS;CAMPING MER ET MONDE ÉCOTOURS;De votre site de camping, admirez les beautés naturelles de la région. L¿établissement vous propose 35 sites sur sable ou plates-formes de bois possédant une aire de feu ainsi qu¿une table à pique-nique. Des refuges rustiques et des prêts à camper sont également offerts.;This campground offers 35 campsites on sand or wooden platforms, with a fire pit and a picnic table, from which you can admire the beauty of the surrounding nature. Shelters and ready-to-camp sites are also available.;0
366763128;CAMPING MIS-MEK COMMUNAUTAIRE;CAMPING MIS-MEK COMMUNAUTAIRE;;;0
366763135;CAMPING LES AMIS DE LA NATURE;CAMPING LES AMIS DE LA NATURE;;;0
366763149;CAMPING DU GÎTE DU PHARE DE POINTE-DES-MONTS;CAMPING DU GÎTE DU PHARE DE POINTE-DES-MONTS;;;0
366763156;CHALETS DU CAMPING SAINT-LOUIS;CHALETS DU CAMPING SAINT-LOUIS;Chacun de nos chalets est équipé d'un téléviseur, d'un climatiseur, d'un four à micro-ondes, de literie et de vaisselle.;All of our cottages are equipped with a television set, air conditioning, microwave oven, bedding and dishes.;0
366763164;PARC NATIONAL DE LA GASPÉSIE - CAMPING DE LA RIVIÈRE;PARC NATIONAL DE LA GASPÉSIE - CAMPING DE LA RIVIÈRE;Camping offrant 28 sites, dont la moitié avec eau et électricité. Situé à quelques pas du centre de découverte et de services et au départ du sentier Mont-Albert.;This campground features 28 sites, half of which include running water and electricity. Located near the discovery and service centre, as well as the beginning of the Mont-Albert trail.;0
366763179;CAMPING ÎLE SAINT-BARNABÉ;CAMPING ÎLE SAINT-BARNABÉ;Ce camping rustique est situé du côté nord de l¿île à 1,5 km de l¿accueil. Douze emplacements avec une plate-forme en bois, une table à pique-nique et un foyer. On y trouve également un récupérateur d¿eau de pluie (non potable) et un abri en cas d¿intempéries.;Rustic campground on the north side of the island, 1.5 km from the island entry point, offering 12 sites with a wooden platform, picnic table and fire pit. It also features a rainwater recovery system (non-potable) and a rain shelter.;0
366763186;CAMPING PLAGE POHÉNÉGAMOOK;CAMPING PLAGE POHÉNÉGAMOOK;Adjacent à la plus belle plage d¿eau douce du Bas-Saint-Laurent, ce camping sans service comprend 35 sites qui plairont à tous les types de campeurs.;A 35-site campground without amenities that can accommodate any kind of camper. Next to the most beautiful freshwater beach in the Bas-Saint-Laurent region.;0
366763193;CAMPING DE LA PAIX;CAMPING DE LA PAIX;;;0
366763200;CAMPING DU LAC;CAMPING DU LAC;;;0
366763207;CAMPING LAC-ALBANEL;CAMPING LAC-ALBANEL;;;0
366763214;CAMPING ZEC CASAULT;CAMPING ZEC CASAULT;;;0
366763221;CAMPING ETSANHA;CAMPING ETSANHA;;;0
366763228;CAMPING LAC-ARTHUR RÉSERVE FAUNIQUE DE PORT-CARTIER-SEPT-ÎLES;CAMPING LAC-ARTHUR RÉSERVE FAUNIQUE DE PORT-CARTIER-SEPT-ÎLES;;;0
366763236;CAMPING GRIFFON AVENTURE;CAMPING GRIFFON AVENTURE;Ce camping offre 14 emplacements de tente pour tous les goûts. Certains sont situés dans la partie boisée pour un matin en douceur, d¿autres sont un peu plus à découvert pour la magie du ciel étoilé alors que d¿autres sont cachés dans les bois pour les campeurs à la recherche de grande intimité.;This campground features 14 tent campsites for all tastes. Some are nestled in wooded areas, for peaceful mornings, others feature more expansive views of the night sky, and some are deeper in the woods for campers who like more intimate settings.;0
366763250;CAMPING LAPLAGE;CAMPING LAPLAGE;;;0
366763264;CAMPING SAEY;CAMPING SAEY;;;0
366763271;CAMPING DU CAMP DE BÛCHERONS DES PLATEAUX;CAMPING DU CAMP DE BÛCHERONS DES PLATEAUX;Treize terrains de camping sauvages avec un bloc sanitaire de 2 toilettes et lavabos, 2 douches, laveuse-sécheuse, une grande cuve avec robinets (eau chaude et froide) à proximité. Trois terrains de camping avec eau et électricité.;Features 13 wilderness camping sites and a sanitary unit including two toilets and sinks, two shower stalls, a washer and dryer, as well as an outdoor basin with faucets (hot and cold water). Three of the campsites also feature running water and electricity.;0
366763278;CAMPING DE LA RÉSERVE DUNIÈRE;CAMPING DE LA RÉSERVE DUNIÈRE;;;0
366763285;CAMPING DE LA BAIE-VERTE;CAMPING DE LA BAIE-VERTE;De grandes étendues de sable fin et une mer à perte de vue¿ voilà ce que vous offrent les plages de ce camping, qui compte 32 terrains aménagés.;Vast beaches with fine sand and an endless ocean view await you at this 32-site campground.;0
366763316;CAMPING ÎLE GRANDE BASQUE;CAMPING ÎLE GRANDE BASQUE;Cette île est aménagée pour accueillir ceux qui désirent faire de la randonnée pédestre, du camping rustique ou un pique-nique. Venez admirer ses magnifiques plages, parcourir ses 12 km de sentiers aménagés ou découvrir sa flore et sa faune marines.;This island has been developed for hiking, wilderness camping and picnicking. Come admire the magnificent beaches, explore 12 km of trails and discover the marine flora and fauna.;0
366763323;CAMPING LES SACS À VIN;CAMPING LES SACS À VIN;;;0
366763330;LES CHUTES DES SEPT-SOEURS;LES CHUTES DES SEPT-SOEURS;;;0
366763337;CAMPING DE LA BAIE RÉSERVE FAUNIQUE DE PAPINEAU-LABELLE;CAMPING DE LA BAIE RÉSERVE FAUNIQUE DE PAPINEAU-LABELLE;;;0
366763344;CAMPING ÉCO-STATION BORÉALE;CAMPING ÉCO-STATION BORÉALE;;;0
366763351;CAMPING RUSTIQUE ORFORD;CAMPING RUSTIQUE ORFORD;Ce terrain de camping unique situé en Estrie est le paradis des campeurs en tente. Le site est accessible à pied en trois minutes. Possibilité d¿emprunter des chariots pour votre équipement. Table de pique-nique et rond de feu à tous les emplacements. Douches chaudes gratuites et toilettes sèches. Eau, bois et glace offerts.;Discover this camper¿s paradise in the Eastern Townships, accessible on foot in just three minutes. Cart rental available for your equipment. All campsites feature a picnic table and fire pit. Free hot showers and composting toilets. Water, wood and ice available.;0
366763358;CAMPING PARC RÉGIONAL DU LAC TAUREAU;CAMPING PARC RÉGIONAL DU LAC TAUREAU;;;0
366763365;CENTRE D’ACCÈS À LA NATURE DE L’UQAM;CENTRE D’ACCÈS À LA NATURE DE L’UQAM;Aménagé aux abords de la rivière Archambault, le Centre d¿accès à la nature de l¿UQAM offre une foule d¿activités. Location de chalets, sites de camping, sentiers de randonnée et encore plus sont accessibles à seulement 90 minutes de Montréal et, surtout, à prix très abordables.;Located on the coasts of rivière Archambault, this centre offers a wide variety of activities. Cottage rental, campsites, hiking paths and much more are accessible within 90 minutes of Montréal, and most importantly, at very affordable prices.;0
366763379;DOMAINE ONONTIO;DOMAINE ONONTIO;;;0
366763386;LE SAUMONIER;LE SAUMONIER;Camping situé dans un environnement calme et sauvage, à proximité de la ville de Clermont (piste cyclable et jeux d¿eau pour enfants), du parc régional des Hautes-Gorges de la rivière Malbaie et du Casino de Charlevoix. L¿endroit propose 34 emplacements.;This campground is nestled in a peaceful, natural setting near Clermont (bike path and children¿s water games available), of Parc régional des Hautes-Gorges de la rivière Malbaie and the Charlevoix Casino. Features 34 campsites.;0
366763393;PARC RÉGIONAL DE LA FORÊT OUAREAU;PARC RÉGIONAL DE LA FORÊT OUAREAU;Votre accès à la nature à une heure de Montréal à peine. Rendez-vous au Parc régional de la Forêt Ouareau pour profiter du vaste réseau de sentiers, des refuges ou des sites de camping, afin de vous détendre ou de pratiquer vos activités de plein air.;Barely an hour from Montréal you're in the heart of nature. You'll appreciate the Parc régional de la Forêt Ouareau with its vast network of trails and forest huts and camping. The ideal spot for relaxing or practising your favourite outdoor activities.;0
366763400;CAMPING SENTIER DES CAPS DE CHARLEVOIX;CAMPING SENTIER DES CAPS DE CHARLEVOIX;;;0
366815738;AUBERGE DU VIEUX MOULIN;AUBERGE DU VIEUX MOULIN;Hébergement 3 étoiles offrant : piscine intérieure, spa, massages, gastronomie et multiples activités dans un décor enchanteur. Les chambres comprennent : salle de bain privée, petit frigo, cafetière, séchoir à cheveux. Profitez d¿une vue agréable sur la nature environnante, où la forêt et les cours d¿eau sont à l¿honneur.;A three-star accommodation offering indoor pool, spa, massages, fine dining and numerous activities year-round, in an enchanting setting. Its pleasant country decor inspires a sense of comfort and tranquility. Take in the captivating views of the natural surroundings, featuring forests and meadows.;0
367100290;500 CHALET DU LAC;500 CHALET DU LAC;;;0
367100298;MER À L'INFINI;MER À L'INFINI;Appartement situé au sous-sol (rez-de-jardin) d¿une maison résidentielle. Hébergement vaste et confortable au bord de la mer, à Bassin. Garage et cabanon disponibles pour ranger de l¿équipement sportif. Dépanneur épicerie avec permis de la SAQ accessible à trois minutes en voiture. Tranquillité assurée.;Basement apartment in a residential home. Large, comfortable seaside accommodations in Bassin. Garage and shed available for storing sports equipment. Convenience store/grocery with liquor outlet three minutes away by car. Peace and quiet guaranteed.;0
367100306;LA MAISON JO-ANNIE;LA MAISON JO-ANNIE;Gîte touristique situé tout près du Grand lac Saint-François et du parc national de Frontenac. Tarifs concurrentiels pour trois grandes chambres avec salon. Possibilité de louer la maison pour les groupes. Petits-déjeuners gourmands à saveur d¿érable et de fruits de la saison. Diane vous souhaite la bienvenue à tous!;"B&#38;B located close to Grand lac Saint-François and Parc national de Frontenac. Competitive rates for three large bedrooms and living area. Group rentals available. Gourmet breakfasts featuring a maple flair and seasonal fruits. Diane offers a warm welcome to all!";0
367100322;LE VENT DU NORD – BLEU;LE VENT DU NORD – BLEU;;;0
367100330;DOMAINE L'ÉQUI-LIBRE;DOMAINE L'ÉQUI-LIBRE;Domaine situé à Shannon, près de Québec, et offrant des camps de jour et des camps de vacances équestres pour les jeunes de 4 à 16 ans. L¿endroit par excellence pour les paysages, les kilomètres de sentiers équestres et la programmation hors pair! Nouveau: Location de chalet avec forfait équitation!;Camp complex located in Shannon, close to Québec City, offering day and vacation camps for children from 4 to 16 years of age. The perfect place for gorgeous scenery, kilometres of horseback-riding trails and superb programming. Nutritionist-approved menus. ;0
367100338;LE CHALET DU MANOIR;LE CHALET DU MANOIR;Magnifique chalet, décoré avec raffinement, directement situé au bord de l¿eau. Vue imprenable sur le lac Sept-Îles, grand terrain, quai privé, kayak, pédalo, SPA, BBQ, ensemble de patio, foyer extérieur, terrasse panoramique et plage privée.;This exquisite, lakeside cottage features a refined décor and a stunning view of lac Sept-Îles. It also includes a large yard, private dock, kayak, pedal boat, a hot tub, BBQ, patio set, outdoor fireplace, a terrace with a panoramic view and a private beach.;0
367100346;DOMAINE YAMASKA;DOMAINE YAMASKA;;;0
367100355;MANITONGA;MANITONGA;Ce chalet de luxe de cinq chambres est une toute nouvelle construction et un chef-d¿¿uvre artisanal où chaque détail a été soigneusement considéré. Équipé de toutes les commodités pour offrir aux familles et aux groupes corporatifs un confort des plus luxueux, ce chalet est la quintessence du chic en montagne.;This home is a newly constructed masterpiece designed for groups. Every detail was carefully considered to provide families and corporate groups with the most luxurious comfort. Sauna, pool table, hot tub, private office and ski storage, views of the mountain and convenient location: the epitome of chic mountain living.;0
367100363;MAISON SAINT-JEAN;MAISON SAINT-JEAN;;;0
367100371;AU GRÉ DES MARÉES;AU GRÉ DES MARÉES;Maison de campagne avec vue exceptionnelle sur le fleuve Saint-Laurent. Sa situation privilégiée surplombant la marina et le quai de Cap-à-l¿Aigle en fait un lieu unique où vous pourrez vous laisser bercer aux rythmes des marées et ce, les pieds dans l¿eau et le nez au vent...;Charming house with an exceptional view of the St. Lawrence River. Perched on a ridge above the Cap-à-l'Aigle marina and pier, this home offers a unique setting to let go and be carried away by the soothing sound of the waves and the feel of the breeze in your hair.;0
367100379;CHALET MILAN;CHALET MILAN;Chalets de type loft (5 m x 6 m) à deux kilomètres de Milan, près de Mégantic. Capacité d¿accueil : quatre personnes. Passerelle entre les chalets Morrison et Hors-la-loi. Toilette privée, literie, vaisselle, barbecue et espace pour un feu. La Prison (6 m x 9 m). Le Sheriff (6 m x 10 m).;Loft-style cottages (5 x 6 m) located 2 km from the village of Milan, near Mégantic. Each can accommodate up to four people. Walkway connects the Morrison and Hors-la-loi cottages. Includes: linens, dishes, BBQ, outdoor firepit, table, etc.  La Prison: 6 x 9 m. Le Sheriff: 6 x 10 m.;0
367100388;LE SOMMET DE MANDEVILLE;LE SOMMET DE MANDEVILLE;Magnifique chalet avec spa. Table de billard et vue exceptionnelle sur le lac Héneault. Excellent choix pour profiter de la vie en famille, entre amis ou en amoureux, ainsi que pour vivre la sérénité et la paix associées au calme de la nature, avec toutes les commodités et le luxe en prime!;Beautiful, luxurious cottage with hot tub boasting stunning views of Lac Héneault. Pool table. The ideal spot for a getaway with family, friends or that special someone. Enjoy the peaceful, natural setting along with all the comforts of home!;0
367100396;MAISON CAPITAINE FLYNN;MAISON CAPITAINE FLYNN;"<span lang=""FR-CA"">Maison située directement au bord de la mer et offrant une vue panoramique. La salle de séjour est propice à l¿observation des baleines et des fous de Bassan. La maison comprend deux chambres et une grande cuisine bien équipée. Un endroit merveilleux à découvrir!</span>";House offering a unique view of Percé rock. From the living room you can watch the gannets and the whales diving in the bay. Includes two bedrooms, open kitchen, dining room leading out to a terrace and garden.;0
367495201;AU PIED DE LA BUTTE;AU PIED DE LA BUTTE;;;0
367495225;AUBERGE MANAWAN;AUBERGE MANAWAN;;;0
367495233;L'ACCALMIE SUR MER;L'ACCALMIE SUR MER;  Grande maison chaleureuse et accueillante bordant la mer dans l¿un des secteurs panoramiques des Îles-de-la-Madeleine. À proximité de la dune de l¿Ouest, vous aurez plaisir à parcourir une magnifique plage. Ce havre de paix enchanteur vous offrira de magnifiques couchers de soleil. Accessible aux personnes à mobilité réduite.;This large and cozy seaside house is located in one of the panoramic sectors of the Îles-de-la-Madeleine. You will enjoy strolling along the beautiful nearby Dune de l¿Ouest beach. This peaceful oasis features magnificent sunsets. Reduced mobility access.;0
367495241;HUBLOTS SUR LA BAIE;HUBLOTS SUR LA BAIE;Maison à toit cathédrale décorée au goût du jour. Lieu intime au bord de la baie de Gaspé, avec une belle vue et un accès privé au bord de l¿eau. Près des principaux centres d¿intérêt. Vous profiterez de toutes les commodités nécessaires pour faciliter votre séjour et le rendre des plus agréables.;Tastefully decorated home with cathedral ceilings. Secluded location on Gaspé Bay, with a great view and private access to the water. Close to the main tourist attractions. You will enjoy all the conveniences required to make your stay one to remember.;0
367495250;CHALET 79;CHALET 79;Se trouvant entre mer et montagnes, ce chalet vous offre un dépaysement assuré. Situé au c¿ur de la vallée glaciaire de Mont-Saint-Pierre, cette authentique construction pièce sur pièce datant de 2013 vous offre tous le confort nécessaire pour un séjour des plus agréable.;Located between the sea and the mountains, this cottage provides a wonderful, relaxing change of scene. Set in the heart of the Mont-Saint-Pierre glacial valley, this authentic log structure was built in 2013 and offers all the amenities to ensure a memorable stay.;0
367495258;LE ZOOBOX - Z-14 - LE VERTENDRE;LE ZOOBOX - Z-14 - LE VERTENDRE;Découvrez un projet résidentiel exclusif basé sur une philosophie novatrice de développement durable. Profitez de l¿hébergement dans des villas de montagne « éco-chics » au milieu d¿un site extraordinaire ¿ l¿écotourisme de luxe!;The visionary thinking behind this project made it possible to truly integrate environmental sustainability principles into luxury accommodations. The result? Eco-chic chalets on a mountainside surrounded by spectacular nature: a new kind of ecotourism.;0
367495274;LE BLEU DU FLEUVE;LE BLEU DU FLEUVE;Maison luxueuse d¿un grand confort sur un grand terrain boisé, en retrait du chemin et surplombant le fleuve. Vue spectaculaire. Chaque chambre possède une salle de bain et un balcon privés. Il y a aussi une salle d¿eau avec laveuse et sécheuse. Un endroit idéal pour des vacances inoubliables!;Elegant, stylish and comfortable home tucked away from the roadside on a large forested lot overlooking the river. All of the rooms offer spectacular views, as well as private bathrooms and balconies for total privacy. Also features a bathroom with washer/dryer. This is the place to be for an unforgettable vacation.;0
367504471;AU SAUT DU LIT;AU SAUT DU LIT;Gîte enchanteur dans les Cantons-de-l¿Est, région réputée pour sa nature généreuse, sa culture et sa gastronomie. Offrez-vous un séjour savoureux dans cette maison centenaire. À proximité : centre-ville, boutiques, restaurants et lac Memphrémagog. Dans cette demeure, où recevoir est un art et un bonheur, règnent le raffinement et le bon goût. ;"Enchanting B&#38;B in the Eastern Townships, a region renowned for its lush natural vegetation, culture and cuisine. Treat yourself to a colourful stay in this cozy ancestral home, just steps from the city centre, shops, restaurants and Lake Memphremagog. Rediscover the art of hospitality, refinement and good taste.";0
367556513;FLORIBELL STATION TOURISTIQUE;FLORIBELL STATION TOURISTIQUE;Laissez-vous charmer par cette station touristique située à mi-chemin des grands centres urbains de Montréal et de Québec. Les chambres spacieuses offrent toutes une cuisinette ainsi qu¿une vue imprenable sur le lac Bell. Venez séjourner dans un décor magique où se marient confort, détente et service attentionné.;Be charmed by this resort located halfway between the major urban centres of Montréal and Québec City. The spacious rooms offer a kitchenette and views overlooking Lac Bell. Come stay in a magical setting where comfort, relaxation and attentive service are front and centre.;0
367558124;HÔTEL MARINEAU MATTAWIN;HÔTEL MARINEAU MATTAWIN;Cet hôtel vous accueille dans un endroit paisible, sur les berges de la magnifique rivière Saint-Maurice. Cet établissement vous offre, grâce à son centre de plein air, un accès centralisé à une foule d¿activités extérieures, telles que le rafting, le canyoning, le kayak de mer, la motoneige, le traîneau à chien, etc.;This charming inn welcomes you in peaceful and relaxing surroundings along the magnificent Rivière Saint-Maurice. With its outdoor recreation centre, the establishment offers you easy access to numerous activities such as rafting, canyoning, sea kayaking, snowmobiling, dogsledding and even more. Near the Saint-Maurice wildlife reserve (possibility of small game hunting).<strong></strong>;0
367567212;CHALET F-200 - RCNT CHALETS;CHALET F-200 - RCNT CHALETS;Luxueux chalet de bois rond idéal pour les amoureux de la nature et de sports de plein air! Le chalet au cachet contemporain vous propose un nouvel art de vivre dans un environnement exceptionnel. Entièrement équipé et situé à quelques minutes de Tremblant, tout en jouissant d¿un emplacement tranquille en pleine nature.;Fully equipped luxurious log cabin, ideal for nature lovers and outdoor sports enthusiasts. Its contemporary charm proposes a new art of living in an exceptional setting. Located just minutes from Mont Tremblant, you¿ll enjoy the tranquility of nature while being close to the action in Mont-Tremblant village.;0
367767807;LA MAISON DU CHEMIN ALINE;LA MAISON DU CHEMIN ALINE;;;0
367767903;ALPAGES 71 – CONDOMINIUMS STONEHAM;ALPAGES 71 – CONDOMINIUMS STONEHAM;;;0
367767919;LE CHALET ST-MAURICE;LE CHALET ST-MAURICE;;;0
367767927;CHÂTEAU DU RUISSEAU;CHÂTEAU DU RUISSEAU;;;0
367767935;L'APPARTEMENT;L'APPARTEMENT;<span>Appartement très tranquille situé à 15 minutes du centre-ville et à proximité du Jardin botanique, du stade olympique, du Biodôme, de l¿Insectarium et du parc Maisonneuve. À deux minutes de marche d¿une station de métro et d¿un poste de location de vélo urbain Bixi.</span> <span> </span>;Very quiet apartment located 15 minutes from downtown and near the Botanical Garden, Biodôme, Insectarium, Olympic Stadium and Parc Maisonneuve, where you can practise cross-country skiing in winter or cycling in summer. Two minutes¿ walk to the metro and a Bixi station (urban bicycle rental system).;0
367767959;AU CHALET DU COIN;AU CHALET DU COIN;Hébergement comprenant : spa avec patio, foyer extérieur (bois fourni), deux grandes chambres, dont une avec galerie privée, cuisine entièrement équipée, foyer au gaz, grand terrain avec pavillon de jardin, barbecue, cour en pavé uni.;Accommodations including hot tub and patio, outdoor fireplace (wood provided), two large bedrooms including one with a private porch, fully-equipped kitchen, gas fireplace, large yard with gazebo, barbecue, stone patio.;0
367767983;LE BOIS CARRÉ;LE BOIS CARRÉ;Intimité, charme et confort à 1 h 30 de Montréal! Située sur un terrain boisé, cette construction finlandaise entièrement équipée offre une vue imprenable sur le lac et saura vous séduire par ses lignes modernes. Profitez de chaque saison en prenant part à une multitude d¿activités que permettent de visiter la région.;Privacy, charm and comfort, just 90 minutes from Montréal. Surrounded by trees, this fully equipped Finnish construction offers a breathtaking view of the lake and will seduce you with its modern lines. Whatever the season, you can take part in a multitude of activities the region has to offer.;0
367881622;CAP TREMBLANT 290-5;CAP TREMBLANT 290-5;;;0
367881639;226, CHEMIN CAP-ROUGE;226, CHEMIN CAP-ROUGE;;;0
367881647;AUBERGE DES ABOITEAUX;AUBERGE DES ABOITEAUX;Auberge pouvant accueillir jusqu¿à seize personnes dans ses six chambres toutes équipées d¿une salle de bain privée et avec la literie fournie. La cuisine de l¿auberge comprend l¿équipement et la vaisselle nécessaires pour préparer vos repas. La salle à manger comprend 25 places.;"Inn able to accommodate up to 15 people in 6 bedrooms, all with a private bathroom; bedding provided. The inn¿s kitchen includes the equipment and dishes you¿ll need to prepare your meals. The dining room seats 25 people.";0
